left,front,right,command
0.735,0.035,0.97,back
0.9,0.425,0.08,forward
0.675,0.33,0.235,forward
0.71,0.16,0.09,left
0.935,0.635,0.875,forward
0.01,0.655,0.015,forward
0.53,0.035,0.745,back
0.25,0.93,0.395,forward
0.41,0.435,0.605,forward
0.32,0.76,0.675,forward
0.865,0.625,0.875,forward
0.55,0.865,0.1,forward
0.965,0.55,0.41,forward
0.005,0.71,0.66,forward
0.725,0.53,0.76,forward
0.04,0.97,0.235,forward
0.705,0.925,0.265,forward
0.695,0.21,0.68,left
0.985,0.95,0.16,forward
0.21,0.54,0.91,forward
0.63,0.205,0.745,right
0.65,0.405,0.19,forward
0.985,0.42,0.64,forward
0.29,0.445,0.915,forward
0.64,0.35,0.35,forward
0.745,0.335,0.125,forward
0.11,0.45,0.035,forward
0.52,0.6,0.2,forward
0.995,0.76,0.115,forward
0.64,0.73,0.845,forward
0.125,0.165,0.64,right
0.41,0.415,0.52,forward
0.64,0.125,0.37,spin_left
0.48,0.63,0.13,forward
0.26,0.975,0.875,forward
0.47,0.405,0.695,forward
0.355,0.355,0.515,forward
0.95,0.04,0.72,back
0.21,0.86,0.885,forward
0.26,0.755,0.65,forward
0.575,0.945,0.21,forward
0.345,0.34,0.705,forward
0.03,0.485,0.99,forward
0.285,0.66,0.37,forward
0.585,0.295,0.015,forward
0.455,0.205,0.34,left
0.975,0.8,0.02,forward
0.935,0.12,0.615,spin_left
0.345,0.56,0.41,forward
0.3,0.985,0.805,forward
0.18,0.69,0.84,forward
0.935,0.315,0.33,forward
0.515,0.37,0.18,forward
0.705,0.335,0.505,forward
0.935,0.535,0.44,forward
0.225,0.265,0.675,forward
0.555,0.665,0.02,forward
0.92,0.67,0.495,forward
0.39,0.675,0.26,forward
0.625,0.57,0.195,forward
0.325,0.38,0.74,forward
0.305,0.645,0.57,forward
0.465,0.295,0.14,forward
0.015,0.8,0.265,forward
0.98,0.435,0.575,forward
0.74,0.285,0.53,forward
0.46,0.65,0.795,forward
0.1,0.275,0.925,forward
0.09,0.95,0.43,forward
0.835,0.535,0.655,forward
0.515,0.545,0.105,forward
0.765,0.285,0.855,forward
0.185,0.355,0.91,forward
0.15,0.595,0.77,forward
0.775,0.26,0.905,forward
0.475,0.15,0.42,spin_left
0.12,0.965,0.35,forward
0.795,0.215,0.335,left
0.275,0.48,0.73,forward
0.515,0.535,0.96,forward
0.84,0.21,0.425,left
0.93,0.585,0.04,forward
0.175,0.115,0.18,spin_right
0.725,0.2,0.21,left
0.27,0.65,0.77,forward
0.915,0.01,0.735,back
0.465,0.875,0.295,forward
0.37,0.955,0.635,forward
0.95,0.96,0.51,forward
0.525,0.59,0.18,forward
0.615,0.3,0.335,forward
0.39,0.165,0.4,right
0.095,0.755,0.245,forward
0.78,0.045,0.425,back
0.235,0.97,0.98,forward
0.05,0.505,0.175,forward
0.02,0.31,0.975,forward
0.44,0.995,0.56,forward
0.535,0.955,0.91,forward
0.825,0.615,0.38,forward
0.035,0.915,0.53,forward
0.355,0.6,0.065,forward
0.605,0.235,0.435,left
0.96,0.575,0.55,forward
0.935,0.68,0.165,forward
0.755,0.8,0.765,forward
0.635,0.775,0.225,forward
0.805,0.445,0.175,forward
0.255,0.815,0.045,forward
0.71,0.89,0.075,forward
0.005,0.54,0.865,forward
0.235,0.91,0.32,forward
0.38,0.395,0.385,forward
0.26,0.04,0.01,back
0.22,0.56,0.36,forward
0.615,0.735,0.24,forward
0.835,0.58,0.765,forward
0.885,0.05,0.595,back
0.575,0.7,0.03,forward
0.385,0.235,0.85,right
0.9,0.345,0.145,forward
0.02,0.435,0.465,forward
0.76,0.465,0.235,forward
0.785,0.38,0.785,forward
0.01,0.975,0.965,forward
0.2,0.27,0.215,forward
0.095,0.025,0.055,back
0.095,0.575,0.475,forward
0.16,0.42,0.725,forward
0.8,0.24,0.07,left
0.265,0.315,0.39,forward
0.31,0.14,0.845,spin_right
0.18,0.205,0.28,right
0.995,0.665,0.65,forward
0.525,0.915,0.98,forward
0.215,0.63,0.62,forward
0.9,0.36,0.2,forward
0.365,0.58,0.11,forward
0.845,0.765,0.85,forward
0.585,0.615,0.405,forward
0.455,0.0,0.31,back
0.37,0.89,0.705,forward
0.755,0.97,0.255,forward
0.935,0.87,0.21,forward
0.345,0.43,0.84,forward
0.09,0.665,0.025,forward
0.545,0.71,0.81,forward
0.62,0.59,0.605,forward
0.185,0.685,0.785,forward
0.36,0.69,0.79,forward
0.405,0.715,0.73,forward
0.6,0.975,0.5,forward
0.295,0.445,0.55,forward
0.545,0.64,0.83,forward
0.365,0.62,0.61,forward
0.495,0.86,0.55,forward
0.515,0.415,0.425,forward
0.97,0.215,0.185,left
0.945,0.285,0.655,forward
0.92,0.94,0.24,forward
0.48,0.33,0.145,forward
0.005,0.61,0.87,forward
0.765,0.21,0.325,left
0.55,0.425,0.66,forward
0.085,0.435,0.115,forward
0.24,0.36,0.275,forward
0.315,0.195,0.005,left
0.93,0.205,0.905,left
0.075,0.595,0.495,forward
0.87,0.9,0.765,forward
0.835,0.77,0.54,forward
0.905,0.96,0.665,forward
0.525,0.565,0.575,forward
0.61,0.765,0.935,forward
0.245,0.675,0.0,forward
0.035,0.49,0.24,forward
0.35,0.955,0.595,forward
0.9,0.51,0.16,forward
0.33,0.525,0.325,forward
0.615,0.38,0.81,forward
0.115,0.48,0.48,forward
0.89,0.375,0.165,forward
0.115,0.02,0.41,back
0.77,0.07,0.455,back
0.83,0.41,0.095,forward
0.465,0.18,0.62,right
0.62,0.13,0.755,spin_right
0.41,0.335,0.855,forward
0.74,0.925,0.545,forward
0.385,0.965,0.955,forward
0.225,0.5,0.62,forward
0.47,0.095,0.535,back
0.58,0.33,0.64,forward
0.66,0.715,0.775,forward
0.075,0.11,0.7,spin_right
0.835,0.34,0.485,forward
0.145,0.82,0.18,forward
0.455,0.305,0.27,forward
0.83,0.075,0.555,back
0.185,0.03,0.435,back
0.68,0.08,0.88,back
0.255,0.07,0.125,back
0.5,0.365,0.76,forward
0.775,0.475,0.63,forward
0.485,0.565,0.955,forward
0.09,0.345,0.14,forward
0.41,0.3,0.155,forward
0.21,0.14,0.34,spin_right
0.175,0.93,0.005,forward
0.53,0.705,0.85,forward
0.315,0.74,0.315,forward
0.115,0.77,0.26,forward
0.67,0.555,0.085,forward
0.49,0.21,0.405,left
0.325,0.22,0.13,left
0.79,0.205,0.96,right
0.335,0.575,0.085,forward
0.475,0.735,0.205,forward
0.49,0.635,0.79,forward
0.46,0.65,0.21,forward
0.45,0.8,0.275,forward
0.54,0.19,0.51,left
0.685,0.695,0.005,forward
0.71,0.98,0.935,forward
0.11,0.045,0.585,back
0.525,0.935,0.805,forward
0.34,0.49,0.93,forward
0.82,0.7,0.255,forward
0.075,0.675,0.58,forward
0.785,0.35,0.595,forward
0.29,0.995,0.985,forward
0.37,0.465,0.16,forward
0.405,0.035,0.7,back
0.37,0.855,0.89,forward
0.65,0.185,0.835,right
0.58,0.77,0.85,forward
0.355,0.065,0.555,back
0.31,0.315,0.175,forward
0.245,0.17,0.0,left
0.915,0.075,0.105,back
0.815,0.31,0.18,forward
0.3,0.93,0.94,forward
0.23,0.2,0.775,right
0.575,0.395,0.72,forward
0.63,0.03,0.385,back
0.835,0.635,0.025,forward
0.565,0.565,0.78,forward
0.39,0.39,0.495,forward
0.115,0.745,0.505,forward
0.555,0.505,0.715,forward
0.27,0.62,0.5,forward
0.875,0.955,0.16,forward
0.935,0.4,0.275,forward
0.16,0.515,0.74,forward
0.995,0.18,0.38,left
0.005,0.635,0.16,forward
0.835,0.905,0.81,forward
0.96,0.025,0.81,back
0.305,0.325,0.66,forward
0.76,0.635,0.725,forward
0.02,0.045,0.3,back
0.265,0.84,0.13,forward
0.83,0.22,0.805,left
0.725,0.665,0.285,forward
0.55,0.205,0.355,left
0.66,0.65,0.705,forward
0.85,0.805,0.745,forward
0.655,0.47,0.045,forward
0.49,0.425,0.06,forward
0.38,0.78,0.225,forward
0.47,0.435,0.85,forward
0.945,0.475,0.9,forward
0.02,0.585,0.595,forward
0.965,0.555,0.57,forward
0.865,0.47,0.215,forward
0.61,0.11,0.755,spin_right
0.54,0.055,0.92,back
0.38,0.065,0.355,back
0.25,0.42,0.01,forward
0.22,0.295,0.625,forward
0.07,0.18,0.695,right
0.46,0.675,0.61,forward
0.475,0.695,0.56,forward
0.485,0.48,0.13,forward
0.55,0.89,0.055,forward
0.86,0.29,0.89,forward
0.295,0.37,0.255,forward
0.98,0.595,0.105,forward
0.165,0.985,0.005,forward
0.15,0.4,0.88,forward
0.18,0.2,0.065,left
0.805,0.315,0.01,forward
0.46,0.43,0.065,forward
0.345,0.24,0.56,right
0.245,0.15,0.89,spin_right
0.625,0.175,0.405,left
0.205,0.63,0.54,forward
0.035,0.79,0.085,forward
0.02,0.195,0.54,right
0.42,0.49,0.835,forward
0.235,0.39,0.99,forward
0.465,0.845,0.75,forward
0.92,0.88,0.505,forward
0.655,0.04,0.93,back
0.57,0.92,0.765,forward
0.79,0.15,0.625,spin_left
0.04,0.5,0.695,forward
0.545,0.865,0.96,forward
0.695,0.12,0.205,spin_left
0.845,0.945,0.585,forward
0.185,0.985,0.365,forward
0.155,0.53,0.355,forward
0.59,0.525,0.44,forward
0.115,0.58,0.41,forward
0.88,0.755,0.35,forward
0.305,0.785,0.5,forward
0.92,0.49,0.64,forward
0.35,0.54,0.375,forward
0.58,0.215,0.69,right
0.47,0.07,0.9,back
0.3,0.23,0.475,right
0.11,0.86,0.38,forward
0.3,0.175,0.995,right
0.04,0.92,0.935,forward
0.365,0.34,0.72,forward
0.96,0.4,0.09,forward
0.355,0.39,0.955,forward
0.36,0.385,0.525,forward
0.645,0.385,0.23,forward
0.955,0.625,0.365,forward
0.73,0.32,0.315,forward
0.12,0.825,0.09,forward
0.555,0.645,0.955,forward
0.17,0.17,0.55,right
0.165,0.76,0.665,forward
0.47,0.97,0.075,forward
0.79,0.56,0.765,forward
0.57,0.5,0.585,forward
0.5,0.58,0.18,forward
0.105,0.29,0.285,forward
0.215,0.98,0.105,forward
0.9,0.965,0.425,forward
0.805,0.585,0.445,forward
0.9,0.42,0.03,forward
0.95,0.56,0.19,forward
0.91,0.45,0.25,forward
0.75,0.855,0.845,forward
0.92,0.135,0.58,spin_left
0.49,0.145,0.735,spin_right
0.475,0.74,0.23,forward
0.685,0.92,0.62,forward
0.695,0.03,0.425,back
0.83,0.33,0.71,forward
0.425,0.705,0.605,forward
0.52,0.07,0.705,back
0.265,0.92,0.88,forward
0.155,0.385,0.77,forward
0.815,0.255,0.245,forward
0.125,0.705,0.785,forward
0.67,0.715,0.38,forward
0.065,0.855,0.855,forward
0.135,0.055,0.63,back
0.115,0.315,0.595,forward
0.34,0.525,0.33,forward
0.09,0.065,0.325,back
0.285,0.365,0.18,forward
0.22,0.09,0.585,back
0.385,0.45,0.245,forward
0.53,0.94,0.145,forward
0.98,0.175,0.655,left
0.295,0.45,0.27,forward
0.81,0.2,0.225,left
0.76,0.94,0.615,forward
0.14,0.74,0.13,forward
0.04,0.27,0.405,forward
0.055,0.425,0.455,forward
0.655,0.395,0.1,forward
0.63,0.265,0.975,forward
0.155,0.98,0.495,forward
0.355,0.165,0.15,left
0.795,0.19,0.635,left
0.425,0.625,0.4,forward
0.84,0.44,0.275,forward
0.625,0.52,0.35,forward
0.105,0.185,0.05,left
0.125,0.385,0.77,forward
0.425,0.43,0.17,forward
0.125,0.64,0.785,forward
0.835,0.475,0.27,forward
0.86,0.26,0.455,forward
0.04,0.875,0.305,forward
0.93,0.06,0.945,back
0.59,0.97,0.955,forward
0.94,0.015,0.7,back
0.305,0.355,0.845,forward
0.35,0.245,0.395,right
0.18,0.745,0.565,forward
0.49,0.575,0.41,forward
0.96,0.4,0.98,forward
0.715,0.54,0.765,forward
0.335,0.115,0.54,spin_right
0.53,0.415,0.81,forward
0.31,0.79,0.01,forward
0.205,0.955,0.485,forward
0.07,0.275,0.52,forward
0.515,0.52,0.98,forward
0.725,0.635,0.015,forward
0.835,0.07,0.95,back
0.705,0.815,0.43,forward
0.54,0.68,0.7,forward
0.3,0.52,0.25,forward
0.405,0.435,0.905,forward
0.28,0.98,0.965,forward
0.61,0.71,0.11,forward
0.655,0.14,0.615,spin_left
0.005,0.84,0.565,forward
0.195,0.24,0.84,right
0.995,0.055,0.315,back
0.02,0.36,0.025,forward
0.545,0.295,0.53,forward
0.29,0.345,0.715,forward
0.21,0.43,0.11,forward
0.795,0.97,0.255,forward
0.87,0.965,0.685,forward
0.495,0.425,0.255,forward
0.18,0.12,0.415,spin_right
0.905,0.48,0.115,forward
0.085,0.075,0.425,back
0.055,0.22,0.645,right
0.645,0.225,0.14,left
0.985,0.765,0.68,forward
0.475,0.115,0.855,spin_right
0.525,0.305,0.615,forward
0.13,0.84,0.645,forward
0.435,0.635,0.0,forward
0.905,0.59,0.585,forward
0.685,0.04,0.105,back
0.255,0.72,0.69,forward
0.845,0.295,0.255,forward
0.41,0.735,0.585,forward
0.145,0.51,0.975,forward
0.965,0.125,0.26,spin_left
0.135,0.555,0.745,forward
0.62,0.74,0.85,forward
0.515,0.46,0.0,forward
0.7,0.06,0.14,back
0.945,0.7,0.945,forward
0.955,0.92,0.455,forward
0.455,0.95,0.81,forward
0.78,0.49,0.165,forward
0.285,0.06,0.45,back
0.255,0.53,0.88,forward
0.045,0.54,0.66,forward
0.675,0.285,0.065,forward
0.755,0.0,0.295,back
0.995,0.0,0.14,back
0.15,0.205,0.8,right
0.98,0.515,0.935,forward
0.595,0.385,0.245,forward
0.9,0.295,0.25,forward
0.35,0.24,0.32,left
0.795,0.335,0.555,forward
0.66,0.73,0.955,forward
0.735,0.925,0.275,forward
0.02,0.515,0.515,forward
0.775,0.64,0.745,forward
0.465,0.27,0.345,forward
0.985,0.8,0.895,forward
0.485,0.5,0.61,forward
0.225,0.73,0.2,forward
0.715,0.375,0.385,forward
0.39,0.555,0.29,forward
0.38,0.995,0.325,forward
0.565,0.01,0.065,back
0.53,0.46,0.2,forward
0.9,0.76,0.73,forward
0.725,0.26,0.965,forward
0.25,0.88,0.945,forward
0.505,0.735,0.18,forward
0.625,0.1,0.635,back
0.48,0.775,0.21,forward
0.325,0.685,0.59,forward
0.48,0.325,0.985,forward
0.955,0.7,0.07,forward
0.335,0.345,0.83,forward
0.5,0.38,0.275,forward
0.605,0.42,0.055,forward
0.465,0.97,0.815,forward
0.86,0.62,0.645,forward
0.24,0.845,0.65,forward
0.685,0.585,0.2,forward
0.19,0.1,0.975,back
0.07,0.675,0.895,forward
0.96,0.805,0.385,forward
0.225,0.29,0.44,forward
0.245,0.895,0.03,forward
0.9,0.725,0.995,forward
0.295,0.355,0.47,forward
0.575,0.47,0.925,forward
0.255,0.415,0.03,forward
0.26,0.565,0.125,forward
0.855,0.69,0.66,forward
0.3,0.305,0.99,forward
0.145,0.575,0.685,forward
0.935,0.77,0.74,forward
0.655,0.65,0.26,forward
0.08,0.44,0.455,forward
0.415,0.385,0.02,forward
0.765,0.62,0.25,forward
0.375,0.305,0.335,forward
0.61,0.16,0.935,right
0.79,0.715,0.755,forward
0.725,0.025,0.575,back
0.25,0.265,0.96,forward
0.61,0.73,0.64,forward
0.495,0.075,0.34,back
0.69,0.065,0.33,back
0.67,0.155,0.145,left
0.715,0.6,0.785,forward
0.83,0.7,0.6,forward
0.61,0.89,0.08,forward
0.085,0.245,0.27,right
0.875,0.21,0.25,left
0.525,0.45,0.82,forward
0.85,0.54,0.045,forward
0.71,0.215,0.845,right
0.885,0.01,0.97,back
0.845,0.23,0.49,left
0.51,0.405,0.74,forward
0.225,0.835,0.78,forward
0.055,0.1,0.82,back
0.405,0.475,0.81,forward
0.93,0.36,0.065,forward
0.22,0.45,0.57,forward
0.895,0.12,0.67,spin_left
0.375,0.235,0.6,right
0.805,0.94,0.745,forward
0.415,0.18,0.81,right
0.72,0.73,0.67,forward
0.87,0.335,0.02,forward
0.92,0.69,0.245,forward
0.16,0.79,0.785,forward
0.085,0.34,0.92,forward
0.845,0.9,0.895,forward
0.785,0.28,0.41,forward
0.61,0.405,0.325,forward
0.93,0.58,0.165,forward
0.95,0.485,0.815,forward
0.25,0.02,0.175,back
0.49,0.56,0.41,forward
0.715,0.715,0.195,forward
0.33,0.775,0.485,forward
0.98,0.64,0.075,forward
0.51,0.275,0.51,forward
0.215,0.27,0.05,forward
0.0,0.03,0.285,back
0.935,0.65,0.47,forward
0.675,0.025,0.76,back
0.525,0.105,0.175,spin_left
0.035,0.145,0.73,spin_right
0.89,0.25,0.215,left
0.61,0.975,0.515,forward
0.79,0.735,0.235,forward
0.17,0.795,0.145,forward
0.06,0.555,0.2,forward
0.19,0.28,0.29,forward
0.65,0.93,0.875,forward
0.935,0.415,0.825,forward
0.06,0.645,0.89,forward
0.38,0.25,0.43,right
0.93,0.005,0.605,back
0.6,0.065,0.47,back
0.145,0.95,0.19,forward
0.465,0.87,0.69,forward
0.26,0.745,0.825,forward
0.635,0.475,0.11,forward
0.735,0.725,0.365,forward
0.75,0.045,0.65,back
0.34,0.885,0.765,forward
0.465,0.185,0.87,right
0.625,0.51,0.295,forward
0.31,0.635,0.39,forward
0.715,0.16,0.185,left
0.445,0.085,0.765,back
0.235,0.955,0.05,forward
0.78,0.955,0.28,forward
0.38,0.625,0.86,forward
0.965,0.1,0.405,back
0.465,0.605,0.45,forward
0.02,0.4,0.28,forward
0.115,0.155,0.285,right
0.38,0.355,0.16,forward
0.805,0.72,0.355,forward
0.795,0.27,0.545,forward
0.23,0.785,0.865,forward
0.44,0.59,0.12,forward
0.495,0.95,0.655,forward
0.94,0.74,0.16,forward
0.57,0.01,0.63,back
0.025,0.145,0.865,spin_right
0.565,0.07,0.445,back
0.875,0.955,0.875,forward
0.39,0.095,0.44,back
0.785,0.755,0.885,forward
0.885,0.98,0.22,forward
0.24,0.365,0.955,forward
0.45,0.28,0.01,forward
0.18,0.215,0.47,right
0.195,0.355,0.055,forward
0.56,0.595,0.015,forward
0.545,0.96,0.365,forward
0.27,0.32,0.585,forward
0.915,0.07,0.325,back
0.32,0.115,0.635,spin_right
0.775,0.86,0.055,forward
0.17,0.14,0.445,spin_right
0.38,0.5,0.91,forward
0.29,0.54,0.355,forward
0.305,0.53,0.16,forward
0.495,0.79,0.16,forward
0.025,0.415,0.755,forward
0.685,0.52,0.75,forward
0.055,0.835,0.515,forward
0.975,0.09,0.39,back
0.105,0.23,0.765,right
0.525,0.755,0.7,forward
0.545,0.945,0.57,forward
0.365,0.695,0.155,forward
0.035,0.14,0.185,spin_right
0.735,0.74,0.6,forward
0.995,0.725,0.63,forward
0.68,0.755,0.82,forward
0.345,0.78,0.03,forward
0.01,0.78,0.425,forward
0.12,0.69,0.975,forward
0.25,0.33,0.405,forward
0.07,0.73,0.625,forward
0.865,0.375,0.64,forward
0.355,0.235,0.48,right
0.595,0.33,0.39,forward
0.475,0.205,0.66,right
0.69,0.1,0.04,back
0.43,0.08,0.76,back
0.57,0.25,0.835,right
0.755,0.01,0.775,back
0.755,0.5,0.61,forward
0.535,0.68,0.195,forward
0.545,0.0,0.62,back
0.11,0.09,0.785,back
0.725,0.55,0.55,forward
0.735,0.275,0.545,forward
0.135,0.425,0.445,forward
0.975,0.27,0.635,forward
0.845,0.715,0.885,forward
0.015,0.955,0.375,forward
0.08,0.705,0.74,forward
0.905,0.275,0.33,forward
0.3,0.57,0.58,forward
0.875,0.29,0.715,forward
0.07,0.685,0.68,forward
0.75,0.945,0.205,forward
0.235,0.045,0.975,back
0.86,0.91,0.71,forward
0.445,0.665,0.22,forward
0.25,0.785,0.265,forward
0.865,0.06,0.275,back
0.02,0.09,0.275,back
0.765,0.845,0.72,forward
0.64,0.53,0.035,forward
0.995,0.865,0.985,forward
0.41,0.885,0.31,forward
0.125,0.075,0.305,back
0.225,0.74,0.895,forward
0.9,0.985,0.015,forward
0.01,0.735,0.1,forward
0.785,0.015,0.325,back
0.92,0.835,0.23,forward
0.745,0.075,0.185,back
0.08,0.435,0.49,forward
0.38,0.595,0.265,forward
0.265,0.835,0.105,forward
0.78,0.245,0.46,left
0.13,0.49,0.8,forward
0.815,0.925,0.115,forward
0.51,0.58,0.91,forward
0.715,0.26,0.84,forward
0.655,0.04,0.2,back
0.175,0.025,0.63,back
0.71,0.66,0.28,forward
0.78,0.66,0.675,forward
0.28,0.15,0.48,spin_right
0.11,0.545,0.515,forward
0.26,0.275,0.685,forward
0.935,0.01,0.575,back
0.285,0.255,0.36,forward
0.415,0.51,0.73,forward
0.25,0.775,0.48,forward
0.335,0.35,0.82,forward
0.525,0.89,0.12,forward
0.995,0.62,0.355,forward
0.075,0.46,0.13,forward
0.61,0.02,0.34,back
0.855,0.52,0.275,forward
0.105,0.865,0.57,forward
0.18,0.28,0.075,forward
0.055,0.255,0.12,forward
0.64,0.835,0.5,forward
0.61,0.89,0.86,forward
0.125,0.125,0.35,spin_right
0.16,0.6,0.93,forward
0.065,0.62,0.125,forward
0.33,0.585,0.33,forward
0.75,0.245,0.08,left
0.33,0.685,0.29,forward
0.12,0.135,0.96,spin_right
0.355,0.24,0.86,right
0.325,0.815,0.825,forward
0.96,0.715,0.355,forward
0.54,0.09,0.24,back
0.935,0.84,0.75,forward
0.195,0.625,0.035,forward
0.095,0.94,0.485,forward
0.19,0.26,0.22,forward
0.425,0.94,0.83,forward
0.29,0.015,0.47,back
0.105,0.65,0.24,forward
0.63,0.47,0.695,forward
0.905,0.475,0.775,forward
0.73,0.965,0.215,forward
0.155,0.025,0.005,back
0.725,0.695,0.47,forward
0.515,0.875,0.32,forward
0.145,0.315,0.46,forward
0.41,0.425,0.56,forward
0.915,0.48,0.145,forward
0.945,0.565,0.825,forward
0.355,0.45,0.765,forward
0.47,0.73,0.63,forward
0.475,0.085,0.155,back
0.585,0.24,0.16,left
0.75,0.155,0.11,left
0.16,0.085,0.025,back
0.78,0.465,0.025,forward
0.995,0.035,0.785,back
0.14,0.82,0.635,forward
0.28,0.04,0.105,back
0.77,0.535,0.89,forward
0.66,0.92,0.855,forward
0.205,0.53,0.455,forward
0.705,0.95,0.33,forward
0.05,0.75,0.36,forward
0.89,0.415,0.51,forward
0.605,0.11,0.91,spin_right
0.64,0.86,0.785,forward
0.62,0.385,0.545,forward
0.11,0.94,0.64,forward
0.415,0.21,0.135,left
0.055,0.82,0.49,forward
0.615,0.405,0.16,forward
0.63,0.23,0.945,right
0.49,0.47,0.29,forward
0.275,0.545,0.62,forward
0.325,0.485,0.52,forward
0.115,0.73,0.695,forward
0.465,0.415,0.41,forward
0.545,0.475,0.17,forward
0.1,0.62,0.805,forward
0.65,0.42,0.23,forward
0.585,0.11,0.275,spin_left
0.53,0.195,0.365,left
0.155,0.19,0.535,right
0.215,0.53,0.5,forward
0.02,0.5,0.685,forward
0.9,0.43,0.31,forward
0.48,0.715,0.955,forward
0.28,0.39,0.265,forward
0.46,0.36,0.455,forward
0.225,0.485,0.44,forward
0.6,0.835,0.645,forward
0.665,0.0,0.335,back
0.93,0.815,0.26,forward
0.745,0.155,0.29,left
0.28,0.265,0.28,forward
0.85,0.605,0.71,forward
0.6,0.06,0.675,back
0.425,0.19,0.65,right
0.455,0.995,0.93,forward
0.615,0.33,0.96,forward
0.545,0.3,0.445,forward
0.885,0.305,0.36,forward
0.53,0.975,0.54,forward
0.625,0.355,0.11,forward
0.96,0.445,0.52,forward
0.57,0.48,0.99,forward
0.725,0.66,0.055,forward
0.075,0.405,0.445,forward
0.545,0.705,0.2,forward
0.71,0.32,0.155,forward
0.655,0.45,0.415,forward
0.0,0.87,0.84,forward
0.58,0.195,0.595,right
0.16,0.13,0.77,spin_right
0.475,0.99,0.795,forward
0.36,0.63,0.18,forward
0.955,0.655,0.29,forward
0.165,0.92,0.055,forward
0.705,0.75,0.195,forward
0.29,0.465,0.47,forward
0.655,0.445,0.92,forward
0.91,0.87,0.31,forward
0.53,0.32,0.0,forward
0.8,0.815,0.855,forward
0.485,0.695,0.065,forward
0.855,0.05,0.515,back
0.19,0.52,0.43,forward
0.715,0.29,0.595,forward
