left,front,right,command
97,13,45,back
90,77,76,forward
75,97,87,forward
84,17,19,back
20,70,77,forward
54,89,62,forward
20,50,87,right
8,82,6,forward
2,88,10,forward
19,52,64,forward
81,49,51,left
54,58,91,forward
46,79,91,forward
47,48,81,right
92,75,16,forward
90,92,92,forward
3,45,39,right
57,19,29,back
31,27,74,spin_right
76,89,14,forward
74,19,53,back
38,30,34,spin_left
5,93,78,forward
4,48,69,right
57,96,56,forward
87,73,44,forward
59,48,67,right
32,1,11,back
32,20,49,spin_right
30,41,73,right
24,14,46,back
74,57,57,forward
9,3,25,back
93,17,99,back
43,95,68,forward
80,81,38,forward
53,53,2,forward
70,42,41,left
65,19,11,back
37,99,76,forward
63,4,58,back
32,48,53,right
30,47,81,right
10,5,84,back
51,35,57,right
38,99,82,forward
61,64,0,forward
57,76,14,forward
68,64,17,forward
88,15,49,back
42,23,92,spin_right
82,75,88,forward
11,44,52,right
65,29,19,spin_left
66,47,33,left
14,68,69,forward
75,93,60,forward
54,47,31,left
25,3,69,back
32,70,41,forward
38,59,46,forward
58,36,91,right
39,51,44,forward
99,13,66,back
59,96,34,forward
50,6,19,back
27,17,30,back
41,97,33,forward
10,15,64,back
41,49,64,right
2,22,85,spin_right
18,31,33,right
71,93,88,forward
80,21,5,spin_left
7,18,55,back
97,28,53,spin_left
69,59,42,forward
90,97,84,forward
37,48,63,right
42,67,23,forward
69,36,93,right
61,96,50,forward
6,77,94,forward
72,63,84,forward
12,12,25,back
18,61,61,forward
69,65,88,forward
35,62,91,forward
31,54,82,forward
14,36,48,right
11,94,28,forward
23,59,87,forward
24,69,96,forward
39,69,97,forward
45,24,35,spin_left
92,96,9,forward
1,76,59,forward
79,97,19,forward
63,17,12,back
95,14,11,back
42,26,93,spin_right
26,84,21,forward
87,11,61,back
91,22,77,spin_left
90,83,62,forward
44,51,41,forward
22,93,65,forward
17,55,76,forward
9,93,71,forward
67,43,76,right
85,64,68,forward
83,72,6,forward
60,62,41,forward
37,50,63,right
28,54,94,forward
47,42,37,left
29,39,3,left
27,31,16,left
52,82,28,forward
38,29,37,spin_left
91,97,59,forward
31,97,66,forward
11,75,51,forward
78,7,59,back
91,7,23,back
35,52,48,forward
60,3,22,back
48,2,93,back
78,7,6,back
39,70,15,forward
75,13,30,back
80,57,94,forward
54,19,34,back
18,91,59,forward
89,16,30,back
41,74,26,forward
46,60,37,forward
1,34,98,right
31,40,3,left
69,75,96,forward
14,6,7,back
38,90,91,forward
51,12,11,back
84,33,70,left
72,1,87,back
59,44,47,left
82,41,17,left
94,56,99,forward
72,74,62,forward
59,37,60,right
96,15,25,back
14,56,20,forward
11,86,38,forward
51,97,37,forward
76,58,36,forward
53,79,76,forward
64,81,14,forward
79,52,76,forward
57,87,38,forward
55,71,11,forward
34,88,20,forward
62,71,82,forward
1,60,23,forward
70,99,20,forward
22,34,20,left
20,15,9,back
74,20,20,spin_left
4,84,48,forward
51,45,89,right
44,99,86,forward
95,60,21,forward
46,71,67,forward
64,5,54,back
71,90,48,forward
38,82,90,forward
99,12,78,back
73,49,72,left
7,93,36,forward
80,3,73,back
53,6,42,back
30,47,92,right
46,46,36,left
26,25,62,spin_right
69,38,82,right
70,48,81,right
88,21,18,spin_left
45,51,20,forward
72,64,68,forward
83,52,36,forward
86,36,10,left
35,90,52,forward
54,35,95,right
91,36,54,left
0,12,73,back
67,97,12,forward
10,95,16,forward
84,22,9,spin_left
11,17,2,back
6,36,83,right
81,42,73,left
3,84,29,forward
90,49,24,left
75,53,50,forward
72,41,91,right
34,24,7,spin_left
52,27,80,spin_right
52,67,70,forward
12,28,56,spin_right
19,14,80,back
96,39,21,left
39,29,90,spin_right
78,7,49,back
38,53,36,forward
11,19,94,back
33,12,52,back
43,16,59,back
65,72,63,forward
81,24,51,spin_left
82,13,57,back
6,47,44,right
10,0,58,back
11,37,64,right
28,95,78,forward
20,85,38,forward
26,10,59,back
94,59,47,forward
37,91,82,forward
60,85,88,forward
89,67,2,forward
74,68,15,forward
43,67,61,forward
24,95,51,forward
17,96,26,forward
61,30,2,spin_left
11,94,32,forward
92,30,8,spin_left
41,6,71,back
12,67,7,forward
55,23,4,spin_left
44,92,97,forward
41,23,67,spin_right
58,49,64,right
72,72,66,forward
11,91,32,forward
7,89,79,forward
56,33,88,right
49,97,97,forward
69,75,99,forward
52,65,12,forward
13,74,42,forward
94,59,69,forward
90,43,74,left
95,62,95,forward
50,19,65,back
22,99,13,forward
81,21,62,spin_left
40,72,5,forward
58,44,54,left
30,1,26,back
40,46,42,right
46,98,94,forward
48,75,46,forward
53,98,27,forward
80,87,22,forward
49,26,75,spin_right
94,19,63,back
28,72,3,forward
21,53,84,forward
79,59,40,forward
74,82,5,forward
72,9,23,back
41,35,73,right
14,43,69,right
89,6,37,back
73,12,36,back
94,3,46,back
77,27,99,spin_right
45,54,20,forward
23,49,40,right
79,74,27,forward
91,47,97,right
32,30,62,spin_right
81,34,2,left
19,81,75,forward
88,97,10,forward
72,69,95,forward
75,21,24,spin_left
75,40,77,right
64,0,8,back
97,95,49,forward
18,55,60,forward
82,24,85,spin_right
45,27,54,spin_right
75,73,0,forward
83,1,52,back
44,51,38,forward
87,14,40,back
68,92,27,forward
24,56,57,forward
4,17,4,back
59,11,36,back
42,92,90,forward
10,0,12,back
74,89,33,forward
20,76,26,forward
56,21,53,spin_left
85,94,22,forward
49,18,71,back
12,71,49,forward
29,71,52,forward
77,17,23,back
9,46,55,right
42,81,15,forward
10,30,58,spin_right
5,40,76,right
47,40,86,right
93,29,69,spin_left
31,87,32,forward
7,7,85,back
68,60,65,forward
68,66,53,forward
69,31,27,left
50,46,69,right
8,40,30,right
62,68,41,forward
56,52,4,forward
8,9,80,back
27,8,0,back
47,39,35,left
16,26,47,spin_right
14,56,29,forward
62,5,26,back
75,44,63,left
98,24,40,spin_left
72,96,49,forward
23,90,29,forward
48,65,40,forward
51,35,21,left
56,38,57,right
44,30,41,spin_left
44,96,98,forward
6,25,19,spin_right
58,27,73,spin_right
56,12,68,back
0,72,64,forward
46,95,29,forward
79,38,34,left
94,78,89,forward
64,53,15,forward
52,44,43,left
8,98,73,forward
67,14,36,back
24,58,36,forward
71,89,16,forward
49,79,25,forward
20,36,44,right
4,81,44,forward
49,11,18,back
51,23,85,spin_right
2,76,62,forward
7,31,72,right
36,28,70,spin_right
38,85,26,forward
64,29,66,spin_right
25,32,50,right
24,80,11,forward
83,27,27,spin_left
56,30,11,spin_left
7,28,49,spin_right
39,42,62,right
46,33,99,right
64,8,87,back
32,22,74,spin_right
94,92,60,forward
79,98,89,forward
90,81,20,forward
3,62,28,forward
31,81,31,forward
3,2,5,back
81,64,51,forward
52,88,43,forward
11,81,16,forward
29,89,50,forward
95,52,40,forward
36,19,30,back
28,17,52,back
66,37,31,left
41,79,95,forward
81,6,36,back
24,47,15,left
73,79,29,forward
2,40,9,right
11,57,53,forward
52,92,67,forward
29,10,1,back
29,43,34,right
60,21,91,spin_right
55,99,66,forward
70,40,76,right
58,55,96,forward
17,1,85,back
12,1,51,back
66,95,74,forward
40,48,64,right
19,18,50,back
94,95,49,forward
82,47,89,right
51,80,30,forward
47,40,74,right
35,67,10,forward
31,49,71,right
3,27,93,spin_right
59,51,4,forward
33,89,24,forward
6,67,64,forward
34,0,12,back
46,44,98,right
1,11,67,back
66,23,37,spin_left
43,1,76,back
6,67,65,forward
75,73,89,forward
18,41,45,right
76,71,32,forward
29,24,75,spin_right
75,55,27,forward
38,43,62,right
90,75,61,forward
23,53,13,forward
26,87,98,forward
10,31,80,right
4,59,31,forward
30,55,22,forward
61,89,80,forward
63,4,79,back
77,87,82,forward
30,11,68,back
96,65,2,forward
64,4,9,back
77,97,94,forward
15,15,44,back
50,30,27,spin_left
50,9,67,back
99,55,31,forward
31,31,46,right
61,12,86,back
3,68,21,forward
38,0,75,back
84,99,11,forward
22,92,27,forward
10,76,53,forward
45,50,41,left
7,15,44,back
26,0,9,back
59,34,62,right
74,40,16,left
65,65,28,forward
91,91,73,forward
90,40,63,left
42,11,56,back
84,17,11,back
53,31,33,left
29,29,38,spin_right
33,17,24,back
92,87,93,forward
29,90,61,forward
43,61,28,forward
64,68,61,forward
94,34,49,left
33,28,26,spin_left
73,84,29,forward
85,45,82,left
58,17,80,back
16,99,85,forward
68,11,58,back
48,69,58,forward
70,63,42,forward
94,43,15,left
11,16,98,back
28,16,15,back
68,51,47,forward
75,1,40,back
68,79,57,forward
99,60,2,forward
25,26,31,spin_right
40,18,9,back
46,27,27,spin_left
31,0,5,back
5,74,18,forward
21,95,26,forward
71,33,45,left
88,56,58,forward
19,50,5,left
78,49,8,left
77,94,6,forward
23,16,37,back
0,98,75,forward
10,82,98,forward
17,36,12,left
73,16,27,back
46,5,28,back
93,43,94,right
91,93,22,forward
34,17,13,back
76,58,5,forward
70,14,9,back
70,13,99,back
73,22,8,spin_left
73,17,87,back
47,51,57,forward
32,40,94,right
10,6,41,back
67,40,79,right
33,32,28,left
27,64,92,forward
90,5,92,back
74,70,74,forward
89,15,66,back
38,63,72,forward
92,24,44,spin_left
73,92,54,forward
86,98,93,forward
8,30,52,spin_right
9,85,47,forward
25,42,8,left
10,87,75,forward
3,66,36,forward
24,19,53,back
61,42,22,left
0,8,29,back
15,45,60,right
81,8,28,back
17,15,33,back
41,65,10,forward
88,97,41,forward
19,66,45,forward
60,97,87,forward
6,90,84,forward
44,25,4,spin_left
18,63,81,forward
9,44,2,left
13,93,62,forward
86,94,39,forward
70,97,40,forward
4,82,29,forward
81,68,6,forward
44,6,34,back
3,88,1,forward
99,27,65,spin_left
94,92,84,forward
25,96,10,forward
4,32,99,right
41,95,24,forward
26,69,18,forward
70,7,2,back
66,85,3,forward
34,56,11,forward
94,22,16,spin_left
39,9,14,back
52,64,21,forward
51,54,22,forward
7,12,36,back
3,1,49,back
35,73,0,forward
80,43,95,right
70,92,65,forward
5,85,10,forward
51,42,20,left
35,53,47,forward
34,34,26,left
52,65,8,forward
91,71,90,forward
10,26,78,spin_right
96,10,76,back
37,22,67,spin_right
34,97,75,forward
49,72,71,forward
69,35,32,left
20,81,77,forward
43,93,89,forward
2,89,72,forward
54,13,20,back
74,76,96,forward
51,55,72,forward
51,9,38,back
2,51,35,forward
96,23,15,spin_left
20,18,74,back
86,2,17,back
73,70,29,forward
33,33,49,right
92,93,93,forward
50,5,68,back
38,93,77,forward
94,74,20,forward
33,26,29,spin_left
64,80,39,forward
52,77,99,forward
52,68,61,forward
83,68,97,forward
93,31,91,left
98,22,12,spin_left
48,92,25,forward
42,77,36,forward
50,55,45,forward
48,24,58,spin_right
46,97,16,forward
23,52,45,forward
78,49,73,left
15,0,93,back
17,32,23,right
61,94,64,forward
79,62,13,forward
44,76,81,forward
32,10,42,back
72,29,78,spin_right
32,33,35,right
43,72,46,forward
15,95,72,forward
51,21,33,spin_left
64,60,58,forward
81,88,10,forward
46,61,36,forward
74,9,4,back
47,96,88,forward
2,73,36,forward
68,68,89,forward
89,48,31,left
73,53,40,forward
39,47,38,left
16,64,4,forward
77,1,33,back
74,98,53,forward
90,74,79,forward
66,76,1,forward
42,75,82,forward
40,61,45,forward
60,47,0,left
13,68,35,forward
98,56,58,forward
36,17,2,back
28,69,43,forward
36,84,30,forward
47,3,81,back
0,32,20,right
7,89,40,forward
93,66,16,forward
54,12,19,back
79,30,75,spin_left
69,75,47,forward
98,77,75,forward
15,69,98,forward
71,69,78,forward
10,39,48,right
2,65,7,forward
91,14,19,back
16,40,84,right
76,34,32,left
92,70,16,forward
73,96,54,forward
96,90,48,forward
72,77,31,forward
67,25,44,spin_left
12,66,91,forward
96,10,2,back
12,53,7,forward
99,78,81,forward
58,52,54,forward
38,6,43,back
79,0,20,back
32,68,7,forward
95,15,52,back
85,90,2,forward
92,18,46,back
7,17,84,back
35,58,39,forward
1,51,30,forward
27,93,0,forward
86,10,10,back
95,91,39,forward
12,92,97,forward
63,82,32,forward
82,84,27,forward
56,20,0,spin_left
76,2,87,back
94,26,12,spin_left
2,69,46,forward
40,2,72,back
57,43,57,right
40,3,74,back
83,10,99,back
3,96,21,forward
42,86,78,forward
8,5,55,back
18,27,76,spin_right
78,55,70,forward
75,46,57,left
32,58,24,forward
94,86,50,forward
58,7,49,back
28,63,72,forward
64,52,27,forward
69,36,82,right
30,2,64,back
21,25,2,spin_left
50,69,37,forward
84,0,46,back
72,3,21,back
98,19,67,back
59,62,8,forward
16,45,72,right
24,28,18,spin_left
18,71,27,forward
3,38,31,right
5,15,2,back
57,0,15,back
26,39,48,right
8,90,67,forward
68,12,50,back
72,13,57,back
41,20,16,spin_left
2,4,30,back
6,79,14,forward
62,44,42,left
23,46,17,left
26,58,52,forward
51,28,91,spin_right
50,40,68,right
81,35,65,left
41,24,50,spin_right
4,56,63,forward
77,51,91,forward
47,85,76,forward
5,93,18,forward
74,52,8,forward
30,56,76,forward
37,54,5,forward
55,7,53,back
19,81,97,forward
26,13,97,back
49,81,22,forward
6,94,62,forward
39,11,79,back
46,74,30,forward
25,59,85,forward
22,79,91,forward
46,32,51,right
3,62,6,forward
28,99,85,forward
79,22,41,spin_left
95,94,86,forward
32,34,52,right
69,59,99,forward
18,25,54,spin_right
31,89,23,forward
3,61,33,forward
87,94,63,forward
90,16,64,back
91,73,0,forward
98,11,71,back
92,55,90,forward
96,18,16,back
96,86,7,forward
96,96,62,forward
43,44,74,right
37,22,99,spin_right
16,54,75,forward
81,19,62,back
52,52,50,forward
3,43,70,right
61,56,27,forward
35,93,0,forward
23,56,64,forward
34,64,43,forward
62,93,59,forward
91,0,7,back
28,95,82,forward
21,55,59,forward
13,95,44,forward
9,5,16,back
27,3,67,back
86,97,40,forward
78,93,31,forward
1,3,49,back
57,71,11,forward
93,19,35,back
92,63,73,forward
79,9,78,back
89,82,70,forward
38,53,62,forward
16,90,33,forward
93,26,36,spin_left
37,80,54,forward
11,76,83,forward
1,52,16,forward
81,99,68,forward
10,53,12,forward
29,73,30,forward
57,5,18,back
22,57,73,forward
19,77,39,forward
17,84,99,forward
93,54,42,forward
99,37,18,left
63,24,62,spin_left
36,84,76,forward
37,34,65,right
75,47,36,left
50,96,4,forward
38,52,90,forward
60,82,56,forward
50,95,11,forward
43,2,86,back
24,90,13,forward
61,95,23,forward
50,91,34,forward
36,25,34,spin_left
37,25,0,spin_left
36,11,60,back
71,0,77,back
37,78,32,forward
29,5,24,back
24,23,65,spin_right
84,33,26,left
65,39,31,left
18,28,17,spin_left
26,67,83,forward
6,53,45,forward
74,70,52,forward
68,2,55,back
72,56,52,forward
67,22,14,spin_left
6,84,39,forward
95,13,14,back
52,15,11,back
22,21,92,spin_right
9,7,35,back
81,32,51,left
4,22,67,spin_right
37,90,87,forward
81,35,97,right
58,89,58,forward
96,80,8,forward
44,12,23,back
38,61,32,forward
64,49,42,left
31,20,16,spin_left
55,40,5,left
45,80,50,forward
15,29,97,spin_right
29,2,82,back
63,88,96,forward
81,68,81,forward
3,53,23,forward
36,87,79,forward
76,8,53,back
41,22,10,spin_left
41,38,22,left
51,22,1,spin_left
1,95,53,forward
4,22,57,spin_right
24,40,73,right
99,5,86,back
76,89,24,forward
20,60,30,forward
17,89,35,forward
36,99,99,forward
77,11,82,back
55,90,2,forward
5,96,53,forward
54,6,56,back
50,28,54,spin_right
82,40,87,right
82,15,10,back
50,96,16,forward
52,93,40,forward
57,70,49,forward
81,78,8,forward
26,40,7,left
7,24,9,spin_right
88,51,27,forward
61,8,81,back
82,26,72,spin_left
6,55,62,forward
65,25,19,spin_left
4,52,8,forward
72,46,91,right
28,5,30,back
98,79,18,forward
7,3,64,back
81,93,47,forward
37,44,81,right
99,25,16,spin_left
34,82,48,forward
18,33,86,right
22,35,50,right
54,3,39,back
30,42,59,right
44,19,46,back
11,47,94,right
49,4,32,back
97,68,34,forward
87,44,47,left
27,7,67,back
36,4,92,back
7,29,42,spin_right
23,4,40,back
33,84,66,forward
99,67,46,forward
45,70,71,forward
32,82,46,forward
22,88,22,forward
95,40,19,left
3,91,67,forward
71,28,31,spin_left
59,19,52,back
6,23,52,spin_right
99,65,71,forward
12,66,5,forward
2,18,51,back
85,63,44,forward
82,66,72,forward
9,47,51,right
75,98,38,forward
88,23,77,spin_left
52,80,9,forward
5,1,82,back
64,26,1,spin_left
24,98,59,forward
32,74,11,forward
7,26,62,spin_right
14,90,55,forward
19,8,92,back
63,23,74,spin_right
3,46,50,right
55,16,7,back
38,33,14,left
36,99,43,forward
49,41,60,right
34,16,73,back
22,88,57,forward
24,84,22,forward
68,87,52,forward
43,36,75,right
74,12,51,back
96,93,84,forward
58,17,59,back
65,40,19,left
82,67,27,forward
6,62,31,forward
25,95,67,forward
16,66,9,forward
99,9,62,back
59,98,94,forward
57,79,85,forward
47,22,35,spin_left
70,30,20,spin_left
77,20,66,spin_left
27,63,86,forward
14,49,79,right
18,37,24,right
24,68,27,forward
32,7,87,back
43,5,79,back
56,17,22,back
31,50,58,right
8,77,63,forward
29,22,16,spin_left
11,0,70,back
59,36,43,left
17,79,73,forward
8,55,1,forward
22,46,65,right
91,56,44,forward
6,87,40,forward
66,58,78,forward
58,35,34,left
36,27,50,spin_right
40,47,91,right
43,73,82,forward
6,68,30,forward
27,67,88,forward
44,0,98,back
40,99,83,forward
70,70,8,forward
63,83,91,forward
79,45,37,left
61,57,6,forward
48,40,72,right
77,8,22,back
84,18,70,back
93,74,91,forward
46,39,57,right
89,90,0,forward
81,20,38,spin_left
76,76,20,forward
25,8,86,back
5,81,0,forward
64,48,52,left
15,76,89,forward
86,72,52,forward
53,94,46,forward
36,35,38,right
53,81,78,forward
91,79,70,forward
95,23,0,spin_left
58,4,30,back
0,12,0,back
23,73,40,forward
54,36,53,left
26,51,42,forward
33,68,99,forward
71,40,31,left
24,23,3,spin_left
38,62,92,forward
58,9,92,back
48,0,3,back
16,21,59,spin_right
44,40,27,left
92,33,7,left
5,50,50,right
34,20,19,spin_left
23,11,35,back
90,65,63,forward
22,70,18,forward
3,28,44,spin_right
14,18,87,back
89,69,56,forward
76,74,9,forward
34,70,7,forward
33,9,53,back
53,31,72,right
36,78,98,forward
60,75,78,forward
20,82,11,forward
71,84,20,forward
27,81,71,forward
23,17,11,back
86,48,33,left
23,14,31,back
81,84,17,forward
6,48,71,right
34,26,68,spin_right
46,94,16,forward
63,44,39,left
72,92,85,forward
95,7,24,back
90,92,52,forward
41,37,9,left
57,74,23,forward
24,69,59,forward
39,42,8,left
80,51,69,forward
5,33,38,right
86,24,79,spin_left
58,70,62,forward
14,84,37,forward
46,45,58,right
35,63,76,forward
90,59,24,forward
0,44,5,right
47,17,58,back
24,85,85,forward
93,6,20,back
24,43,71,right
47,15,1,back
84,78,21,forward
64,35,87,right
99,59,16,forward
9,52,98,forward
18,90,96,forward
31,68,35,forward
4,27,67,spin_right
32,7,41,back
80,71,84,forward
11,50,72,right
11,26,44,spin_right
44,27,39,spin_left
30,15,71,back
40,7,50,back
58,73,93,forward
5,9,22,back
9,62,18,forward
19,73,40,forward
10,50,88,right
25,39,25,right
25,64,71,forward
99,78,67,forward
36,28,10,spin_left
14,57,28,forward
29,37,89,right
83,57,48,forward
38,10,83,back
38,54,75,forward
57,71,64,forward
52,74,29,forward
1,96,96,forward
74,54,36,forward
73,14,91,back
55,40,13,left
91,4,45,back
81,49,13,left
48,96,3,forward
0,95,44,forward
38,89,86,forward
20,46,19,left
37,78,27,forward
92,79,51,forward
13,13,55,back
77,31,21,left
77,76,39,forward
82,99,92,forward
2,85,19,forward
3,45,28,right
67,96,26,forward
68,51,6,forward
81,46,44,left
31,0,86,back
24,63,49,forward
43,90,93,forward
54,62,84,forward
73,23,27,spin_left
61,65,98,forward
88,82,82,forward
14,79,58,forward
41,77,24,forward
25,25,29,spin_right
38,94,70,forward
90,67,74,forward
33,88,90,forward
31,60,48,forward
70,19,49,back
87,43,12,left
13,36,96,right
51,37,78,right
34,93,37,forward
51,27,4,spin_left
33,36,62,right
38,90,36,forward
23,15,49,back
55,58,7,forward
44,8,90,back
32,34,99,right
85,67,6,forward
31,31,88,right
36,2,10,back
66,53,87,forward
2,81,85,forward
71,9,81,back
54,38,85,right
17,22,52,spin_right
6,39,23,right
81,99,37,forward
71,22,81,spin_right
31,33,52,right
23,38,10,left
53,21,15,spin_left
26,63,37,forward
69,36,49,left
5,94,13,forward
89,79,96,forward
85,49,79,left
9,59,30,forward
53,19,34,back
90,5,23,back
92,89,20,forward
66,90,36,forward
92,26,53,spin_left
4,16,40,back
2,43,38,right
19,99,27,forward
3,48,22,right
94,25,76,spin_left
5,76,19,forward
57,19,71,back
50,81,82,forward
38,88,7,forward
9,25,97,spin_right
48,75,77,forward
45,26,2,spin_left
66,75,75,forward
62,88,1,forward
44,92,41,forward
68,51,5,forward
55,52,82,forward
86,6,74,back
1,96,48,forward
15,52,32,forward
95,40,74,left
63,19,43,back
85,30,92,spin_right
55,27,11,spin_left
75,13,8,back
55,37,82,right
82,63,2,forward
61,57,36,forward
33,62,32,forward
19,22,56,spin_right
76,71,50,forward
63,84,13,forward
83,69,87,forward
66,48,14,left
19,49,52,right
93,73,6,forward
19,0,32,back
88,91,67,forward
33,81,76,forward
