left,front,right,command
42,70,0,forward
46,14,68,back
72,31,33,left
9,2,53,back
18,63,23,forward
22,61,49,forward
58,5,52,back
72,12,21,back
3,4,1,back
43,17,13,back
8,54,13,forward
36,14,73,back
33,25,16,spin_left
48,17,24,back
16,30,73,spin_right
0,38,61,right
29,7,44,back
37,9,0,back
53,30,3,spin_left
40,67,66,forward
69,53,51,forward
43,52,13,forward
14,54,67,forward
1,43,10,right
4,20,19,spin_right
21,27,53,spin_right
1,12,65,back
43,36,70,right
64,70,52,forward
41,46,4,left
17,73,25,forward
15,24,4,spin_left
41,3,48,back
40,49,53,right
36,52,31,forward
11,30,37,spin_right
65,1,38,back
30,0,46,back
73,63,48,forward
36,52,33,forward
50,58,69,forward
26,8,33,back
20,38,21,right
67,17,8,back
62,73,72,forward
36,37,44,right
56,50,41,left
27,2,74,back
42,44,43,right
67,53,1,forward
70,47,1,left
34,27,9,spin_left
66,1,28,back
58,46,48,left
8,35,1,left
51,71,53,forward
16,42,16,right
53,64,68,forward
44,23,32,spin_left
27,64,65,forward
63,24,61,spin_left
53,55,43,forward
27,16,64,back
70,24,14,spin_left
71,4,28,back
74,43,51,left
19,5,54,back
36,12,31,back
68,71,3,forward
69,24,9,spin_left
4,22,14,spin_right
60,31,22,left
37,38,9,left
59,4,27,back
37,65,39,forward
30,73,18,forward
30,0,18,back
51,70,18,forward
3,11,68,back
33,21,12,spin_left
52,28,9,spin_left
35,44,66,right
56,18,41,back
3,18,30,back
58,11,67,back
14,65,65,forward
73,6,52,back
51,51,56,forward
67,25,37,spin_left
52,7,26,back
10,16,65,back
0,39,30,right
11,74,63,forward
7,15,5,back
28,59,33,forward
3,25,35,spin_right
23,24,18,spin_left
38,9,15,back
20,60,3,forward
14,46,66,right
4,34,49,right
49,70,49,forward
5,36,14,right
44,57,45,forward
11,0,4,back
57,54,33,forward
31,0,4,back
46,28,18,spin_left
52,34,32,left
46,27,49,spin_right
10,0,48,back
72,54,17,forward
64,36,55,left
21,52,30,forward
24,48,63,right
65,27,5,spin_left
59,8,46,back
37,3,64,back
57,39,5,left
5,21,22,spin_right
4,61,36,forward
46,43,5,left
64,46,64,right
61,72,28,forward
54,23,3,spin_left
27,9,35,back
48,53,53,forward
37,54,20,forward
67,7,24,back
43,12,36,back
63,74,31,forward
1,14,9,back
52,55,59,forward
29,50,32,right
4,60,45,forward
48,44,66,right
72,39,52,left
15,9,34,back
44,59,11,forward
53,36,50,left
28,46,61,right
49,46,26,left
32,27,3,spin_left
37,26,21,spin_left
54,19,54,back
19,46,38,right
17,24,59,spin_right
26,57,11,forward
51,31,30,left
57,28,1,spin_left
54,60,53,forward
60,53,2,forward
2,72,35,forward
29,26,23,spin_left
67,38,57,left
29,61,24,forward
32,59,12,forward
55,13,12,back
33,58,45,forward
63,16,48,back
52,46,65,right
37,43,28,left
31,47,28,left
32,15,66,back
39,24,52,spin_right
9,51,50,forward
53,69,59,forward
62,1,12,back
18,62,59,forward
9,26,6,spin_left
63,2,69,back
74,49,30,left
63,51,57,forward
2,63,6,forward
11,8,7,back
0,38,66,right
61,53,27,forward
31,53,31,forward
44,66,38,forward
18,22,50,spin_right
63,2,74,back
58,26,71,spin_right
6,3,14,back
26,6,68,back
67,3,31,back
59,8,34,back
53,62,41,forward
53,25,48,spin_left
28,35,52,right
4,0,29,back
22,38,62,right
68,74,74,forward
51,11,42,back
37,43,0,left
3,54,55,forward
59,5,44,back
2,43,66,right
35,58,11,forward
39,9,72,back
30,29,54,spin_right
13,21,69,spin_right
21,67,6,forward
48,2,58,back
24,15,51,back
65,7,22,back
30,34,54,right
47,67,29,forward
18,70,31,forward
40,55,17,forward
33,28,35,spin_right
32,9,14,back
24,48,6,left
21,27,7,spin_left
14,38,24,right
57,32,70,right
20,38,58,right
17,32,28,right
74,28,5,spin_left
16,56,65,forward
17,37,10,left
71,50,24,left
7,35,44,right
13,15,50,back
31,14,64,back
70,37,54,left
18,48,56,right
37,16,67,back
40,29,32,spin_left
27,10,37,back
12,74,1,forward
65,19,1,back
19,47,74,right
28,51,64,forward
45,49,58,right
7,10,12,back
7,51,52,forward
19,43,21,right
9,55,10,forward
7,70,0,forward
16,39,48,right
17,8,12,back
28,27,74,spin_right
54,41,31,left
7,20,33,spin_right
6,31,6,right
48,46,56,right
3,61,58,forward
12,17,34,back
49,38,66,right
25,17,26,back
30,14,33,back
74,35,66,left
30,14,58,back
23,15,24,back
6,27,52,spin_right
11,70,12,forward
40,54,19,forward
1,49,24,right
64,73,20,forward
6,4,37,back
24,68,14,forward
47,32,21,left
8,15,19,back
62,57,63,forward
17,1,16,back
27,43,4,left
36,69,65,forward
42,47,28,left
44,52,58,forward
60,32,50,left
13,34,41,right
20,2,38,back
50,41,13,left
45,33,23,left
41,51,46,forward
46,12,40,back
35,61,55,forward
73,64,65,forward
33,26,25,spin_left
37,42,26,left
73,56,56,forward
30,44,20,left
25,59,62,forward
54,36,31,left
40,29,38,spin_left
7,16,32,back
45,50,43,left
69,40,13,left
25,14,9,back
2,3,20,back
3,51,11,forward
17,35,59,right
9,73,58,forward
1,57,18,forward
50,28,63,spin_right
15,47,0,left
30,11,30,back
51,10,57,back
15,22,33,spin_right
66,11,0,back
56,51,0,forward
54,57,48,forward
40,74,9,forward
69,67,17,forward
26,62,30,forward
57,4,51,back
50,31,26,left
35,69,74,forward
34,53,7,forward
29,50,58,right
33,46,46,right
19,71,30,forward
16,67,58,forward
9,11,63,back
61,65,64,forward
49,8,64,back
13,19,30,back
39,24,56,spin_right
54,62,44,forward
29,20,66,spin_right
16,64,72,forward
21,39,4,left
71,37,23,left
22,44,70,right
68,63,19,forward
17,60,65,forward
15,56,46,forward
32,42,68,right
14,21,13,spin_left
14,59,40,forward
17,67,53,forward
19,42,55,right
58,15,36,back
2,64,37,forward
27,70,36,forward
5,7,42,back
14,69,43,forward
64,64,37,forward
58,56,38,forward
74,11,52,back
67,58,60,forward
60,42,39,left
57,56,42,forward
25,57,34,forward
56,43,25,left
18,28,17,spin_left
58,40,16,left
33,36,56,right
30,20,74,spin_right
56,53,46,forward
67,73,34,forward
5,5,13,back
39,46,73,right
63,70,37,forward
71,67,59,forward
20,12,12,back
66,22,17,spin_left
38,2,4,back
13,27,65,spin_right
71,27,46,spin_left
50,61,58,forward
14,61,42,forward
70,44,37,left
1,24,47,spin_right
0,61,43,forward
28,36,2,left
24,54,43,forward
43,66,5,forward
7,51,41,forward
3,56,67,forward
4,8,71,back
4,8,15,back
64,34,13,left
65,55,14,forward
71,59,7,forward
37,59,31,forward
32,73,6,forward
19,44,15,left
53,31,20,left
35,66,60,forward
5,22,49,spin_right
60,28,59,spin_left
14,8,0,back
58,31,26,left
23,44,36,right
72,40,49,left
65,51,15,forward
57,71,12,forward
35,36,23,left
28,28,27,spin_left
17,2,72,back
12,31,32,right
14,5,45,back
35,29,69,spin_right
57,67,24,forward
47,9,34,back
74,0,14,back
25,70,43,forward
28,45,47,right
20,65,59,forward
46,22,30,spin_left
73,58,31,forward
14,31,70,right
42,45,3,left
27,6,62,back
18,5,31,back
12,5,9,back
10,66,11,forward
29,52,52,forward
25,64,64,forward
51,31,61,right
38,56,65,forward
23,16,37,back
8,47,65,right
45,58,64,forward
39,12,10,back
70,8,46,back
16,32,36,right
74,47,62,left
71,12,33,back
5,35,56,right
10,69,48,forward
12,64,30,forward
74,6,25,back
73,69,40,forward
35,55,26,forward
68,65,24,forward
65,38,38,left
12,51,60,forward
32,28,47,spin_right
13,28,39,spin_right
3,73,2,forward
60,41,38,left
35,10,28,back
43,51,26,forward
25,39,40,right
8,20,45,spin_right
18,22,72,spin_right
58,40,7,left
41,48,66,right
68,72,29,forward
24,63,44,forward
49,69,20,forward
57,1,59,back
34,25,57,spin_right
52,70,41,forward
37,15,7,back
6,42,8,right
33,9,15,back
3,3,70,back
46,72,4,forward
60,16,72,back
11,71,38,forward
32,11,44,back
30,2,56,back
62,42,54,left
23,24,42,spin_right
2,22,32,spin_right
6,64,70,forward
60,30,8,spin_left
19,62,39,forward
66,28,16,spin_left
41,2,63,back
20,1,52,back
33,16,73,back
71,45,31,left
18,39,45,right
17,20,31,spin_right
72,52,40,forward
51,34,49,left
57,42,21,left
53,13,69,back
33,33,72,right
29,28,12,spin_left
47,65,36,forward
40,42,33,left
13,1,15,back
2,49,52,right
19,24,30,spin_right
65,18,3,back
66,66,1,forward
9,47,40,right
9,58,9,forward
66,29,19,spin_left
50,23,18,spin_left
55,55,59,forward
0,1,37,back
71,33,9,left
43,49,69,right
34,24,5,spin_left
8,23,40,spin_right
2,4,19,back
7,12,37,back
37,49,23,left
8,7,17,back
23,35,10,left
71,11,0,back
9,45,25,right
50,14,20,back
60,11,20,back
73,72,71,forward
38,49,72,right
19,30,70,spin_right
42,1,23,back
57,23,74,spin_right
67,64,58,forward
73,17,7,back
46,4,6,back
47,5,40,back
27,31,65,right
71,63,50,forward
28,51,1,forward
11,10,72,back
46,11,73,back
46,26,74,spin_right
2,64,74,forward
68,14,36,back
13,56,36,forward
47,28,73,spin_right
19,64,62,forward
68,61,62,forward
9,28,22,spin_right
18,44,39,right
53,30,42,spin_left
12,21,35,spin_right
9,24,73,spin_right
44,32,64,right
54,4,30,back
54,69,21,forward
24,71,45,forward
38,74,49,forward
40,10,1,back
29,35,51,right
13,59,42,forward
24,37,3,left
42,58,62,forward
68,19,69,back
46,45,29,left
52,44,42,left
44,61,25,forward
54,6,67,back
31,9,70,back
23,61,72,forward
13,11,62,back
68,12,70,back
30,59,64,forward
68,36,39,left
51,34,33,left
52,6,73,back
40,60,18,forward
68,31,21,left
16,2,41,back
63,39,49,left
71,1,30,back
1,71,3,forward
8,50,34,right
52,5,45,back
44,73,44,forward
23,2,1,back
42,13,32,back
70,69,40,forward
19,50,68,right
3,69,62,forward
26,13,31,back
64,22,45,spin_left
37,9,12,back
10,74,60,forward
9,32,23,right
53,27,34,spin_left
65,18,13,back
32,45,5,left
15,31,10,left
24,40,0,left
38,56,12,forward
53,47,71,right
55,52,7,forward
19,72,22,forward
63,40,56,left
70,64,17,forward
50,44,35,left
39,44,22,left
74,68,18,forward
35,67,22,forward
23,52,65,forward
42,42,20,left
71,73,37,forward
72,73,26,forward
71,50,32,left
0,57,61,forward
2,42,25,right
39,25,41,spin_right
18,56,21,forward
73,60,27,forward
60,38,29,left
70,36,21,left
2,55,68,forward
49,7,27,back
2,62,49,forward
20,21,7,spin_left
46,42,0,left
0,0,9,back
37,0,18,back
65,71,29,forward
3,41,46,right
42,29,66,spin_right
64,4,73,back
45,23,36,spin_left
67,67,41,forward
53,23,54,spin_right
24,22,74,spin_right
22,50,60,right
1,4,15,back
74,46,66,left
25,63,25,forward
10,33,39,right
17,2,5,back
64,34,57,left
38,52,31,forward
56,50,56,right
25,72,46,forward
39,29,0,spin_left
6,28,35,spin_right
13,69,72,forward
12,5,16,back
1,13,50,back
59,59,3,forward
65,57,5,forward
29,59,43,forward
3,5,38,back
2,40,17,right
51,23,17,spin_left
55,48,32,left
6,6,32,back
25,32,31,right
45,47,43,left
45,67,55,forward
26,67,50,forward
37,55,28,forward
61,53,55,forward
39,38,29,left
8,62,47,forward
74,69,10,forward
48,11,24,back
0,59,39,forward
0,40,65,right
57,39,74,right
33,23,4,spin_left
7,1,23,back
29,64,42,forward
71,58,23,forward
2,11,15,back
41,33,27,left
67,4,7,back
67,70,41,forward
17,54,68,forward
4,52,38,forward
65,25,60,spin_left
74,70,68,forward
70,35,32,left
46,27,64,spin_right
18,56,13,forward
14,40,26,right
5,33,62,right
37,15,67,back
13,31,5,left
10,67,23,forward
52,58,60,forward
0,61,14,forward
15,44,21,right
56,16,0,back
25,36,2,left
15,54,65,forward
2,11,51,back
54,42,26,left
26,17,34,back
5,12,73,back
19,52,45,forward
27,39,64,right
62,45,49,left
18,6,63,back
7,71,1,forward
17,21,14,spin_left
57,10,50,back
48,71,19,forward
56,38,71,right
6,56,30,forward
2,61,68,forward
38,38,64,right
59,64,24,forward
63,32,46,left
40,63,13,forward
19,14,1,back
23,16,72,back
57,10,10,back
8,28,1,spin_left
56,53,70,forward
31,26,70,spin_right
49,8,31,back
42,59,47,forward
28,11,13,back
12,42,12,right
38,30,29,spin_left
64,31,23,left
73,33,71,left
19,72,67,forward
16,12,12,back
27,41,8,left
25,63,74,forward
13,39,60,right
44,28,1,spin_left
57,69,37,forward
24,4,36,back
6,16,15,back
26,2,72,back
18,57,50,forward
54,33,22,left
23,26,57,spin_right
4,21,68,spin_right
61,62,37,forward
51,49,61,right
27,38,55,right
1,44,64,right
37,26,36,spin_left
68,27,74,spin_right
74,70,40,forward
29,13,55,back
40,59,40,forward
27,0,51,back
39,64,53,forward
34,28,49,spin_right
19,40,65,right
39,34,50,right
73,49,37,left
74,43,24,left
19,21,9,spin_left
62,52,11,forward
14,24,9,spin_left
45,73,36,forward
70,34,67,left
25,62,12,forward
61,6,6,back
53,27,51,spin_left
70,9,1,back
73,31,20,left
33,38,18,left
62,43,47,left
14,41,20,right
39,37,64,right
28,47,60,right
33,23,56,spin_right
2,41,52,right
69,30,31,spin_left
12,51,60,forward
73,4,42,back
56,20,34,spin_left
46,59,8,forward
73,42,69,left
72,63,20,forward
57,18,21,back
24,51,47,forward
10,7,4,back
30,42,34,right
52,65,44,forward
13,60,57,forward
68,21,1,spin_left
42,19,29,back
12,29,16,spin_right
39,59,62,forward
73,71,37,forward
50,4,44,back
58,46,34,left
8,60,11,forward
14,49,61,right
23,18,61,back
28,67,69,forward
21,58,56,forward
8,34,57,right
35,44,29,left
55,49,67,right
29,52,54,forward
62,11,1,back
59,41,25,left
19,52,39,forward
45,4,44,back
42,6,22,back
47,38,52,right
53,46,56,right
67,21,18,spin_left
32,42,63,right
34,2,11,back
2,43,6,right
10,13,13,back
67,47,42,left
64,8,23,back
73,32,2,left
66,12,44,back
22,25,72,spin_right
28,56,59,forward
29,63,47,forward
52,11,73,back
47,14,21,back
7,70,18,forward
67,10,61,back
39,42,69,right
73,10,33,back
16,1,70,back
69,43,23,left
43,26,44,spin_right
15,8,14,back
5,60,20,forward
63,74,21,forward
74,72,28,forward
7,3,2,back
43,4,1,back
54,53,61,forward
3,61,63,forward
53,39,0,left
11,60,67,forward
15,63,39,forward
32,45,48,right
72,37,31,left
32,56,63,forward
36,71,16,forward
6,67,48,forward
49,71,16,forward
15,54,65,forward
65,67,50,forward
63,11,27,back
34,40,41,right
45,17,70,back
4,68,35,forward
41,30,25,spin_left
28,11,72,back
47,72,58,forward
1,23,54,spin_right
46,15,52,back
72,52,42,forward
43,10,44,back
74,22,50,spin_left
3,22,15,spin_right
57,23,11,spin_left
14,20,58,spin_right
19,56,1,forward
72,35,7,left
37,48,54,right
36,67,56,forward
19,64,73,forward
55,49,0,left
52,18,30,back
5,38,24,right
12,49,63,right
10,15,14,back
74,38,35,left
47,17,44,back
4,46,31,right
64,60,23,forward
16,46,68,right
61,72,33,forward
52,68,50,forward
1,37,11,right
40,33,21,left
34,48,73,right
58,34,38,left
13,0,11,back
22,20,39,spin_right
17,73,68,forward
70,34,44,left
53,69,16,forward
12,55,43,forward
57,71,43,forward
1,13,17,back
74,59,19,forward
8,17,25,back
36,71,33,forward
20,37,17,left
46,10,9,back
55,64,34,forward
24,27,47,spin_right
32,66,40,forward
50,61,33,forward
42,34,22,left
42,72,29,forward
1,33,71,right
32,12,13,back
35,36,1,left
24,31,67,right
34,22,3,spin_left
48,11,65,back
73,9,31,back
6,46,29,right
71,41,25,left
63,22,34,spin_left
36,19,45,back
58,24,61,spin_right
73,18,0,back
68,21,60,spin_left
7,0,22,back
10,44,70,right
15,2,62,back
0,65,54,forward
45,40,19,left
8,28,6,spin_left
27,31,28,right
14,63,46,forward
71,56,8,forward
30,73,14,forward
30,31,48,right
28,64,39,forward
31,4,57,back
46,16,58,back
28,6,22,back
63,53,73,forward
8,3,19,back
17,57,65,forward
63,48,12,left
55,39,8,left
50,9,43,back
41,41,31,left
61,7,47,back
41,18,34,back
37,24,5,spin_left
65,1,51,back
16,72,65,forward
39,5,23,back
54,50,10,left
41,69,9,forward
3,12,3,back
2,22,46,spin_right
25,57,28,forward
32,12,74,back
30,46,7,left
37,35,73,right
53,68,8,forward
7,54,3,forward
24,40,49,right
69,62,1,forward
21,73,35,forward
49,5,4,back
48,32,14,left
49,43,15,left
46,8,19,back
57,69,47,forward
42,68,71,forward
13,4,63,back
70,74,39,forward
46,30,49,spin_right
12,72,51,forward
49,26,33,spin_left
30,29,42,spin_right
37,35,6,left
4,61,37,forward
33,2,53,back
19,57,57,forward
21,28,62,spin_right
71,22,49,spin_left
45,18,51,back
65,64,24,forward
20,37,66,right
23,8,73,back
61,56,41,forward
24,57,13,forward
45,6,66,back
23,32,47,right
61,1,41,back
18,21,53,spin_right
48,70,15,forward
21,10,23,back
46,30,71,spin_right
19,55,46,forward
34,19,41,back
49,29,30,spin_left
29,55,63,forward
41,67,52,forward
16,0,51,back
16,10,61,back
63,63,3,forward
52,24,46,spin_left
66,38,20,left
46,40,16,left
66,24,55,spin_left
16,64,50,forward
2,58,60,forward
21,13,14,back
28,59,23,forward
54,69,60,forward
35,38,39,right
69,8,30,back
22,69,26,forward
20,12,25,back
4,39,13,right
36,54,53,forward
73,27,1,spin_left
20,33,67,right
52,34,58,right
54,14,49,back
25,8,54,back
14,65,35,forward
54,66,38,forward
17,18,55,back
23,44,63,right
28,36,61,right
59,11,64,back
74,9,17,back
72,15,61,back
37,19,0,back
68,58,34,forward
74,39,23,left
44,47,16,left
12,13,40,back
27,52,43,forward
74,0,66,back
2,12,49,back
28,36,60,right
53,12,4,back
23,58,4,forward
25,40,71,right
61,28,58,spin_left
20,14,6,back
42,23,20,spin_left
45,6,54,back
29,69,39,forward
66,18,5,back
40,69,39,forward
5,32,43,right
57,8,54,back
64,1,36,back
63,27,66,spin_right
56,7,10,back
25,39,71,right
23,15,61,back
30,23,51,spin_right
73,17,53,back
38,23,45,spin_right
2,72,66,forward
43,50,45,right
33,8,31,back
38,19,4,back
5,63,37,forward
66,48,61,left
70,63,13,forward
51,6,51,back
42,8,27,back
52,47,64,right
38,41,40,right
36,15,56,back
65,11,62,back
63,10,53,back
38,48,61,right
64,19,52,back
27,10,65,back
54,13,60,back
23,31,14,left
27,41,46,right
40,20,5,spin_left
33,71,13,forward
36,36,41,right
70,3,22,back
63,7,25,back
8,60,19,forward
14,30,17,spin_right
72,0,52,back
56,63,3,forward
54,53,11,forward
69,39,45,left
61,29,4,spin_left
10,16,25,back
71,15,50,back
25,18,72,back
1,6,25,back
31,41,28,left
30,51,36,forward
5,74,28,forward
0,71,22,forward
11,73,22,forward
62,10,32,back
23,10,57,back
66,74,68,forward
48,73,13,forward
15,57,3,forward
68,47,49,left
37,43,53,right
26,16,1,back
38,17,64,back
13,65,29,forward
26,60,18,forward
48,6,65,back
17,30,15,spin_left
35,20,70,spin_right
14,13,55,back
63,18,29,back
33,13,67,back
1,49,43,right
14,39,43,right
15,36,43,right
62,39,49,left
9,14,49,back
12,3,56,back
16,38,16,right
56,43,36,left
66,46,23,left
70,11,29,back
26,74,74,forward
33,24,4,spin_left
20,40,63,right
17,4,54,back
36,21,15,spin_left
62,22,60,spin_left
17,34,43,right
39,25,37,spin_left
55,40,63,right
14,14,6,back
58,73,73,forward
59,48,38,left
47,26,73,spin_right
53,66,0,forward
25,23,42,spin_right
58,32,8,left
64,56,70,forward
23,70,59,forward
52,27,42,spin_left
9,34,63,right
1,25,33,spin_right
3,58,7,forward
57,12,5,back
38,10,42,back
51,23,13,spin_left
16,38,25,right
12,74,65,forward
53,72,13,forward
23,31,63,right
14,21,32,spin_right
37,18,72,back
12,51,9,forward
14,7,48,back
22,22,6,spin_left
69,57,68,forward
52,63,23,forward
39,30,27,spin_left
24,68,45,forward
45,38,4,left
3,7,20,back
35,15,74,back
74,62,24,forward
49,18,73,back
34,41,65,right
1,72,70,forward
40,20,12,spin_left
45,69,9,forward
57,3,10,back
46,67,8,forward
24,49,41,right
60,58,47,forward
39,31,54,right
26,17,20,back
50,28,66,spin_right
18,46,20,right
63,20,43,spin_left
70,54,3,forward
1,35,32,right
9,16,9,back
17,40,57,right
11,13,30,back
25,70,38,forward
26,33,14,left
50,12,27,back
3,27,12,spin_right
24,8,62,back
7,36,66,right
49,64,24,forward
3,69,65,forward
33,54,73,forward
9,44,44,right
27,33,45,right
52,3,67,back
12,28,21,spin_right
37,35,35,left
18,23,16,spin_left
41,63,18,forward
44,60,19,forward
55,52,51,forward
65,47,36,left
57,10,51,back
24,54,32,forward
38,68,32,forward
15,48,67,right
41,56,47,forward
55,61,46,forward
24,21,43,spin_right
53,53,47,forward
55,73,47,forward
65,51,62,forward
29,20,7,spin_left
36,60,58,forward
60,21,30,spin_left
67,65,12,forward
67,47,56,left
3,74,27,forward
35,47,3,left
54,68,64,forward
49,25,31,spin_left
74,15,33,back
3,29,50,spin_right
28,15,19,back
24,45,18,left
59,48,60,right
36,31,68,right
43,73,21,forward
34,46,69,right
3,35,21,right
56,43,47,left
59,73,4,forward
24,51,24,forward
39,11,9,back
51,52,6,forward
63,43,20,left
7,16,45,back
28,35,0,left
57,23,5,spin_left
44,17,34,back
61,39,28,left
24,48,17,left
62,36,46,left
27,5,57,back
38,30,32,spin_left
22,16,46,back
56,6,66,back
58,73,65,forward
52,22,60,spin_right
5,71,61,forward
23,45,26,right
73,37,36,left
69,28,27,spin_left
67,69,3,forward
37,4,4,back
10,69,51,forward
4,54,24,forward
29,72,46,forward
43,8,12,back
62,69,29,forward
4,21,33,spin_right
9,12,64,back
69,20,13,spin_left
24,59,6,forward
49,25,13,spin_left
55,54,68,forward
29,1,43,back
16,31,42,right
58,27,6,spin_left
1,51,52,forward
0,41,5,right
29,14,30,back
28,69,28,forward
64,48,49,left
3,51,11,forward
44,43,25,left
23,36,39,right
19,5,51,back
43,6,12,back
62,40,4,left
31,51,65,forward
52,20,1,spin_left
73,22,29,spin_left
32,1,64,back
36,42,73,right
67,73,61,forward
24,65,54,forward
50,60,48,forward
25,25,41,spin_right
7,59,40,forward
22,72,3,forward
11,41,26,right
55,41,63,right
24,14,12,back
