left,front,right,command
124,169,16,left
8,139,127,right
108,194,42,left
15,102,156,right
41,118,60,right
74,21,185,back
12,82,187,right
189,14,41,back
45,30,196,back
78,113,110,right
49,36,142,spin_right
70,79,179,spin_right
22,148,143,right
118,90,108,left
176,165,74,left
47,137,56,right
37,94,51,right
131,4,24,back
45,109,34,left
67,195,40,left
102,148,122,right
72,8,69,back
131,16,55,back
11,0,132,back
182,159,84,left
117,99,130,right
4,87,126,right
138,113,46,left
2,69,84,spin_right
0,65,18,spin_right
148,42,133,spin_left
199,56,192,spin_left
128,157,160,right
1,108,51,right
18,27,28,back
10,178,55,right
78,178,140,right
199,52,78,spin_left
24,1,136,back
25,110,155,right
18,40,72,spin_right
39,14,25,back
3,167,164,right
28,170,57,right
93,28,4,back
72,46,164,spin_right
132,68,51,spin_left
74,51,155,spin_right
143,180,190,forward
162,117,95,left
70,158,136,right
76,40,24,spin_left
52,114,70,right
45,116,70,right
139,45,182,spin_right
189,157,58,left
77,166,112,right
140,135,95,left
121,141,188,right
111,97,39,left
91,182,142,right
43,109,113,right
84,8,170,back
13,135,147,right
85,92,45,left
155,188,83,left
68,128,49,left
191,94,169,left
52,73,186,spin_right
67,37,63,spin_left
177,136,190,right
142,42,111,spin_left
78,183,179,right
57,198,61,forward
45,60,140,spin_right
17,57,45,spin_right
164,72,178,spin_right
70,109,76,right
24,14,29,back
198,188,184,forward
44,39,55,spin_right
102,138,120,right
157,6,14,back
146,104,49,left
176,90,68,left
144,54,139,spin_left
191,122,103,left
150,3,12,back
46,115,65,right
135,84,3,left
155,124,112,left
94,94,164,right
117,169,35,left
113,90,171,right
43,101,0,left
